id,property_id,old_total,new_total,property_name,action
10026,b7334799-a250-4250-82a0-a2985f37192d,7,13,The Outlier Inn,update
10350,b7334799-a250-4250-82a0-a2985f37192d,,13,The Outlier Inn,update
10351,b7334799-a250-4250-82a0-a2985f37192d,,13,The Outlier Inn,update
9738,d6bd8129-878a-4a36-9bfb-1fd3c281a139,,6,Woods of Eden Glampground,update
9739,74949d28-3c5e-4c78-80f4-c70b4b5689ff,,10,Tops'l Farm,update
9740,74949d28-3c5e-4c78-80f4-c70b4b5689ff,,10,Tops'l Farm,update
10703,74cd8cb9-6719-421d-a987-dc658b3fa1e8,,5,Whispering Springs Wilderness Retreat,update
9801,8f11f6d8-7792-431e-b735-96240a4fa556,4,10,Stay Nantahala,update
9811,60398957-6aab-476e-9253-8531d1c81f4b,43,44,The Inn & Spa at Cedar Falls,update
10318,60398957-6aab-476e-9253-8531d1c81f4b,43,44,The Inn & Spa at Cedar Falls,update
10353,60398957-6aab-476e-9253-8531d1c81f4b,43,44,The Inn & Spa at Cedar Falls,update
10508,60398957-6aab-476e-9253-8531d1c81f4b,43,44,The Inn & Spa at Cedar Falls,update
